preprocessed_text,length,word_count,sentence_count,unique_words_count,average_word_length,target
oh realli perform write paper go movi home midnight huh,55,10,1,10,5.5,0
okay lor still let us go ah coz know later drop card box right,62,14,1,14,4.428571428571429,0
izzit still rain,16,3,1,3,5.333333333333333,0
enough troubl sleep,19,3,1,3,6.333333333333333,0
havent add yet right ,21,4,1,4,5.25,0
lol realli need rememb eat drink appreci keep compani night babe smile,70,12,1,12,5.833333333333333,0
babe lost tri reboot,20,4,1,4,5.0,0
ye nigh cant aha,16,4,1,4,4.0,0
thk got ta go home urself co b go shop fren present,51,12,1,11,4.25,0
nooooooo gon na bore death day cabl internet outag,50,9,1,9,5.555555555555555,0
so amount get pl,16,4,1,4,4.0,0
playin space poker u,20,4,1,4,5.0,0
come guoyang go n tell u told,29,7,1,7,4.142857142857143,0
need get,8,2,1,2,4.0,0
r give second chanc rahul dengra,32,6,1,6,5.333333333333333,0
yeah fact ask need anyth like hour ago much,43,9,1,9,4.777777777777778,0
first strike red one bird antelop begin toplay fieldof selfindepend believ flower content growrandom,100,14,1,14,7.142857142857143,0
 wan go c doctor,16,4,1,4,4.0,0
daddi bb,8,2,1,2,4.0,0
free msg get gnarl barkley crazi rington total free repli go messag right ,74,13,1,12,5.6923076923076925,1
borderlin yeah whatev,21,3,1,3,7.0,0
 lor ya go dinner togeth ,25,5,1,5,5.0,0
gentl princess make sweet gentl love ,37,6,1,5,6.166666666666667,0
u doin babi girl hope u okay everi time call ure phone miss u get touch,71,16,1,14,4.4375,0
sorri went bed earli nightnight,31,5,1,5,6.2,0
like think alway possibl pub later,34,6,1,6,5.666666666666667,0
hmm yeah groov im look forward pound special,44,8,1,8,5.5,0
got video tape pple type messag lor u free wan help hee co noe u wan watch infern affair ask u along ask shuhui oso,115,25,1,21,4.6,0
hi dude hw r u da reali mise u today,36,10,1,9,3.6,0
hungri buy food good lei mum n yun dun wan juz buy littl bit ,61,14,1,13,4.357142857142857,0
refus loan secur unsecur get credit call free text back help,60,11,1,11,5.454545454545454,1
probabl eat today think gon na pop weekend u miss,49,10,1,10,4.9,0
knew u slept v late yest wake late ,35,8,1,7,4.375,0
haha dont angri take practic real thing,39,7,1,7,5.571428571428571,0
one day train,13,3,1,3,4.333333333333333,0
could kiss feel next ,21,4,1,4,5.25,0
nice day dear,13,3,1,3,4.333333333333333,0
sent lanr fakey eckankar detail mail box,40,7,1,7,5.714285714285714,0
dad back ph,11,3,1,3,3.6666666666666665,0
special select receiv award call line close cost ppm cs appli ag promo ,71,13,1,13,5.461538461538462,1
ask say pleas messag,20,4,1,4,5.0,0
e time go w u lor ,18,6,1,6,3.0,0
callin say hi take care bruv,28,6,1,6,4.666666666666667,0
valu vodafon custom comput pick win prize collect easi call ,60,10,1,10,6.0,1
u turn heater heater set lt gt degre,36,8,1,7,4.5,0
thank messag realli appreci sacrific sure process direct pay find way back test tomorrow class wonder day,105,17,1,17,6.176470588235294,0
troubl class go well due dodgey one expect mine tomo see recoveri time place,76,14,1,14,5.428571428571429,0
free video camera phone half price line rental mth cross ntwk min txt call mobileupd calloptout,95,16,1,16,5.9375,1
wot u j,7,3,1,3,2.3333333333333335,0
night night see tomorrow,24,4,1,3,6.0,0
roger were probabl go rem ,26,5,1,5,5.2,0
u think girl propos u today se ur bloodi funki shit fuck face asssssholeee ,75,14,1,13,5.357142857142857,0
wish u feel alon,16,4,1,4,4.0,0
reason team budget avail last buy unsold player base rate ,58,10,1,10,5.8,0
ceri u rebel sweet dreamz littl buddi c ya moro need bloke,58,12,1,12,4.833333333333333,0
ringtonek ,10,1,1,1,10.0,1
huh cant thk oredi mani page,28,6,1,6,4.666666666666667,0
fren go lor alon wif mum n si lor,33,9,1,8,3.6666666666666665,0
nationwid auto centr someth like newport road like,50,8,1,7,6.25,0
hey miss tm last night phone charg smile meet friend shortli,60,11,1,11,5.454545454545454,0
whatev juliana whatev want,26,4,1,3,6.5,0
rington club gr new poli direct mobil everi week,48,9,1,9,5.333333333333333,1
hello sort town alreadi dont rush home eat nacho let know eta,61,12,1,12,5.083333333333333,0
ok lor anyway thk cant get ticket co like quit late alreadi u wan go look ur fren darren wif ,93,20,1,20,4.65,0
bank granit issu strongbuy explos pick member nasdaq symbol cdgt per ,69,11,1,11,6.2727272727272725,1
dizzamn aight ask suitem get back,33,6,1,6,5.5,0
nimbomson yep phone know one obvious co that real word,54,10,1,10,5.4,0
love cuddl want hold strong arm right ,38,7,1,7,5.428571428571429,0
r u contin,10,3,1,3,3.3333333333333335,0
pay like lt gt yr difficult,27,6,1,6,4.5,0
bore housew chat n date btnation rate pmin landlin,50,9,1,9,5.555555555555555,1
tri call repli sm video mobil min unlimit text free camcord repli call del thur,79,15,1,13,5.266666666666667,1
k k give treat,14,4,1,3,3.5,0
nd time tri contact u u prize claim easi call p per minut btnationalr,69,14,1,13,4.928571428571429,1
gon na worri noth give money use,32,7,1,7,4.571428571428571,0
get gift year didnt get anyth bad,33,7,1,6,4.714285714285714,0
well pattern emerg friend tell drive come smoke tell weed fiendmak smoke muchimped thing see hesit,98,16,1,14,6.125,0
ow u deyi paid thousadi told u would call,41,9,1,8,4.555555555555555,0
im fine babe aint much tho saw scari movi yest quit funni want mrw afternoon town mall sumthin xx,97,19,1,19,5.105263157894737,0
reach home min,14,3,1,3,4.666666666666667,0
forgot work today wan na chat thing ok drop text free bore etc ring hope well nose essay xx,91,19,1,19,4.7894736842105265,0
ha must walk everywher take tram cousin said walk vic market hotel,66,12,1,11,5.5,0
discuss mother ah,17,3,1,3,5.666666666666667,0
sorri text amp drive coher see twenti,37,7,1,7,5.285714285714286,0
receiv week tripl echo rington shortli enjoy,44,7,1,7,6.285714285714286,1
place get room cheap,20,4,1,4,5.0,0
eek lot time especi sinc american pie like minut long stop sing,63,12,1,12,5.25,0
gran onlyfound afew day agocusoon honi ,39,6,1,6,6.5,0
u select stay top british hotel noth holiday valu dial claim nation rate call bx swss,85,16,1,16,5.3125,1
univers southern california,27,3,1,3,9.0,0
pick rayan macleran,19,3,1,3,6.333333333333333,0
u gd lor go shop got stuff u wan watch infern affair come lar ,62,14,1,13,4.428571428571429,0
well ball time make call,24,5,1,5,4.8,0
wat time wan today,18,4,1,4,4.5,0
lt gt mca conform,17,4,1,4,4.25,0
oh ok wat ur email,18,5,1,5,3.6,0
ye princess go make moan,24,5,1,5,4.8,0
lol ok rememb til last nite,27,6,1,6,4.5,0
anyway mani good even u,23,5,1,5,4.6,0
cool text,9,2,1,2,4.5,0
sorri vikki watch olav mandara movi kano trishul theatr wit frnd ,65,11,1,11,5.909090909090909,0
happi babe woo hoo parti dude,29,6,1,6,4.833333333333333,0
take italian food pretti dress panti,36,6,1,6,6.0,0
wot u thout u gon na call txt bak luv k,39,11,1,10,3.5454545454545454,0
chosen receiv award pl call claim number collect award select receiv valu mobil custom,86,14,1,12,6.142857142857143,1
hold,4,1,1,1,4.0,0
dont flatter tell man mine two pint carlin ten minut pleas ,59,11,1,11,5.363636363636363,0
hope scare,10,2,1,2,5.0,0
home n readi ,13,3,1,3,4.333333333333333,0
time u get,10,3,1,3,3.3333333333333335,0
liter bed like lt gt hour,25,6,1,6,4.166666666666667,0
ye reg ciao,11,3,1,3,3.6666666666666665,0
mean websit ye,14,3,1,3,4.666666666666667,0
win cash prize prize worth ,27,5,1,4,5.4,1
thank rington order refer number xyour mobil charg tone arriv pleas call custom servic ,87,14,1,14,6.214285714285714,1
lol could starv lose pound end day,34,7,1,7,4.857142857142857,0
yeah impress got,16,3,1,3,5.333333333333333,0
ok ok take care understand,26,5,1,4,5.2,0
motiv behind everi dark shine light wait find behind everi best friend alway trust love bslvyl,94,16,1,14,5.875,0
ya ok dinner,12,3,1,3,4.0,0
slept timey,11,2,1,2,5.5,0
dont make ne plan nxt wknd coz want us come ok,46,11,1,11,4.181818181818182,0
school start stay weather like food social support system like friend school thing import,89,14,1,12,6.357142857142857,0
ha ha nan yalrigu heltini iyo kothi chikku u share mani thing wit far told bodi even utter word abt u ur trust much tell other plz nxt time dont use word ok chikku b,165,35,1,31,4.714285714285714,0
noic text,9,2,1,2,4.5,0
hi di yiju meet pm esaplanad tonight,36,7,1,7,5.142857142857143,0
mobi pub quizwin high street prize u know new duchess cornwal txt first name unsub stop sp,90,17,1,17,5.294117647058823,1
week savamob member offer access call detail savamob pobox la wu week savamob offer mobil,89,15,1,11,5.933333333333334,1
aight set free think could text blake address occur quit sure thought,69,12,1,12,5.75,0
hi dear saw dear happi batteri low,34,7,1,6,4.857142857142857,0
age abj,7,2,1,2,3.5,0
prof pass paper sem congrat student enna kalaachutaarama prof gud mrng,70,11,1,10,6.363636363636363,0
dont kick coco,14,3,1,3,4.666666666666667,0
fyi gon na call sporad start like lt gt bc doin shit,52,12,1,12,4.333333333333333,0
contact date servic someon know find call mobil landlin poboxldn,64,10,1,10,6.4,1
tbspersolvo chase us sinc sept for definit pay thank inform ignor kath manchest,79,13,1,13,6.076923076923077,1
hope your much fun without see u tomorrow love jess x,53,11,1,11,4.818181818181818,0
ok wont call disturb one know avoid burden,42,8,1,8,5.25,0
reach home n bath liao u call ,30,7,1,7,4.285714285714286,0
loan purpos even bad credit tenant welcom call noworriesloanscom ,65,9,1,9,7.222222222222222,1
actual exam harder nbme,23,4,1,4,5.75,0
lot sick thing go round take easi hope u feel better soon lol,61,13,1,13,4.6923076923076925,0
 kick new season wk free goal news ur mobil txt ur club name eg villa ,70,15,1,14,4.666666666666667,1
hey sathya till dint meet even singl time saw situat sathya,59,11,1,10,5.363636363636363,0
gam gone outstand inning,24,4,1,4,6.0,0
play smash bro lt gt religi,27,6,1,6,4.5,0
sir good morn hope good weekend call let know abl rais lt gt dad howev said would make rest avail mid feb amount still quit short hope would help good day abiola,161,32,1,28,5.03125,0
hurri home soup done,20,4,1,4,5.0,0
good afternoon love good see word ym get tm smart move slave smile drink coffe await,84,16,1,15,5.25,0
quit ok bit ex u better go eat smth els feel guilti ,52,12,1,12,4.333333333333333,0
orang bring rington time chart hero free hit week go rington pic wap stop receiv tip repli stop,95,18,1,16,5.277777777777778,1
lem know,8,2,1,2,4.0,0
privat account statement show unredeem s i m point call identifi code expir ,76,13,1,13,5.846153846153846,1
need stop go bed make fuck deal,31,7,1,7,4.428571428571429,0
love brother time talk english grin say hey muhommad penni say hello across sea,79,14,1,13,5.642857142857143,0
tri call repli sm video mobil min unlimit text free camcord repli call ,71,13,1,11,5.461538461538462,1
hey doc pl want get nice shirt hubbi nice fite one budget lt gt k help pl load card abi hw keep post luv mj,107,25,1,23,4.28,0
remain unconvinc elabor test willpow,36,5,1,5,7.2,0
life noth wen v get everyth life everyth wen v miss someth real valu peopl wil realiz absenc gud mrng ,102,20,1,16,5.1,0
miss,4,1,1,1,4.0,0
ai answerin phone actual pretti reason hour sleepi,50,8,1,8,6.25,0
hey rite u put evey mnth,24,6,1,6,4.0,0
go bed prin,11,3,1,3,3.6666666666666665,0
think thank see tomo,20,4,1,4,5.0,0
u dun drive go sch,18,5,1,5,3.6,0
home lei ,9,2,1,2,4.5,0
gsoh good spam ladi u could b male gigolo join uk fastest grow men club repli oncal mjzgroup stop repli stop msg rcvd,117,23,1,21,5.086956521739131,1
u hav frnd name ashwini ur colleg,33,7,1,7,4.714285714285714,0
ju finish lunch way home lor tot u dun wan stay sch today ,58,13,1,13,4.461538461538462,0
k marrow come class,19,4,1,4,4.75,0
hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call,77,17,1,16,4.529411764705882,1
pl send address sir,19,4,1,4,4.75,0
want lick pussi ,16,3,1,3,5.333333333333333,0
yo gon na still stock tomorrowtoday tri get dubsack,51,9,1,9,5.666666666666667,0
urgent mobil number award ukp prize guarante call landlin claim valid hr ppm,76,13,1,13,5.846153846153846,1
see prolli yeah,15,3,1,3,5.0,0
thought could go dinner treat seem ok,37,7,1,7,5.285714285714286,0
stand away heart ach without wonder crave,41,7,1,7,5.857142857142857,0
sorri never hear unless book one kinda joke thet realli look skinni white girl one line much camera someth like cast look,121,22,1,20,5.5,0
sure thing big man hockey elect shouldnt go longer hour though,62,11,1,11,5.636363636363637,0
watch lor saw swatch one thk quit ok ard need nd opinion leh ,61,13,1,13,4.6923076923076925,0
hiya u like hlday pic look horribl took mo how camp amrca thing speak soon serena,81,16,1,16,5.0625,0
babe goe day miss alreadi love love kiss hope everyth goe well,62,12,1,10,5.166666666666667,0
yunni goin late,15,3,1,3,5.0,0
doc prescrib morphin caus pain med enough wait mom bring med kick fast gon na tri later,87,17,1,16,5.117647058823529,0
cool want go kappa meet outsid mu,33,7,1,7,4.714285714285714,0
hey sexi bun told ador loverboy hope rememb thank sister law meatbal grin love babe,83,15,1,15,5.533333333333333,0
may b approv panalam post ,26,5,1,5,5.2,0
spjanuari male sale hot gay chat cheaper call nation rate pmin cheap pmin peak stop text call pmin,98,18,1,15,5.444444444444445,1
workin get job ,15,3,1,3,5.0,0
done mean,9,2,1,2,4.5,0
it ur luck love someon ur fortun love one love u,48,11,1,8,4.363636363636363,0
hi babi ive got back work want see u allday hope didnt piss u phone today u give call xxx,89,20,1,18,4.45,0
freemsg today day readi horni live town love sex fun game netcollex ltd p per msg repli stop end,96,19,1,19,5.052631578947368,1
yahoo boy bring perf legal,26,5,1,5,5.2,0
need say anyth know outsid,26,5,1,5,5.2,0
ever one foot,13,3,1,3,4.333333333333333,0
got lt gt,9,3,1,3,3.0,0
good dont need receiptswel done ye pleas tell what number could ring,68,12,1,12,5.666666666666667,0
leav wif lar wan carri meh heavi da num familiar ,49,10,1,10,4.9,0
beauti truth express face could seen everyon depress heart could understood love one gud ni,91,15,1,14,6.066666666666666,0
infact happi new year see,25,5,1,5,5.0,0
simpson movi releas juli name band die start film agreen day bblue day cred day send b c,88,18,1,16,4.888888888888889,1
shame mayb cld meet hr tomo,27,6,1,6,4.5,0
lol would despit cramp like girl,32,6,1,6,5.333333333333333,0
cant wait cornwal hope tonight isnt bad well it rock night shite anyway im go kip good night speak soon,103,20,1,19,5.15,0
pl help tell sura expect batteri hont pl send messag download movi thank,72,13,1,12,5.538461538461538,0
pleas call amanda regard renew upgrad current tmobil handset free charg offer end today tel subject c,101,17,1,17,5.9411764705882355,1
found way get anoth app phone eh go net cafe take job geeee need babe crave see ,80,17,1,17,4.705882352941177,0
work mon thur sat cant leh book liao day u free,47,11,1,11,4.2727272727272725,0
 comin fetch us oredi ,22,4,1,4,5.5,0
nanni address,13,2,1,2,6.5,0
haf u eaten wat time u wan come,31,8,1,7,3.875,0
want new video phone anytim network min half price line rental free text month repli call free deliveri,103,18,1,17,5.722222222222222,1
yo call get chanc friend mine want ask big order,48,10,1,10,4.8,0
singl singl answer fight plu said broke didnt repli,51,9,1,8,5.666666666666667,0
certainli put thing perspect someth like happen,47,7,1,7,6.714285714285714,0
got tv watch meh u work today,29,7,1,7,4.142857142857143,0
felt convey reason ese ,23,4,1,4,5.75,0
go got excit karaok type activ plan debat whether play footbal eve feel lazi though,83,15,1,15,5.533333333333333,0
told come wednesday,19,3,1,3,6.333333333333333,0
ok call mom instead fun,23,5,1,5,4.6,0
dear voucher holder claim week offer pc pleas go ts cs appli,60,12,1,12,5.0,1
well desper call armand,23,4,1,4,5.75,0
work right,10,2,1,2,5.0,0
heard anyth answer text guess flake said jb fantast,51,9,1,9,5.666666666666667,0
mmmmmm love much ahmad wait year begin everi second take closer side happi new year love,88,16,1,14,5.5,0
pl full name joke school co fee univers florida seem actual lt gt k pl holla back,81,17,1,16,4.764705882352941,0
ok said got wisdom teeth hidden insid n mayb need remov,55,11,1,11,5.0,0
pl pl drink plenti plenti water,31,6,1,4,5.166666666666667,0
queen go royal wed,18,4,1,4,4.5,0
lag sad part keep touch thank skype,35,7,1,7,5.0,0
ok lor go tog lor ,18,5,1,4,3.6,0
two team wait player,20,4,1,4,5.0,0
 send copi da report,20,4,1,4,5.0,0
swhrt u dey hope ur ok tot u daylov n misstak care,50,12,1,11,4.166666666666667,0
ok da alreadi plan wil pick,27,6,1,6,4.5,0
urgent pleas call abta complimentari spanish holiday cash await collect sae cs box po ez ppm ,93,16,1,16,5.8125,1
realli need shit tomorrow know awak like ,41,7,1,7,5.857142857142857,0
good regist vote,16,3,1,3,5.333333333333333,0
hmm ok stay like hour co eye realli sore,40,9,1,9,4.444444444444445,0
dear got bu directli calicut,28,5,1,5,5.6,0
mm umma ask vava also come tell play later togeth,49,10,1,10,4.9,0
well gener price lt gt oz let know ifwhenhow much want,54,11,1,11,4.909090909090909,0
moment day valuemorn bring hope afternoon bring faith even bring luv night bring rest wish u find todaygood morn,112,19,1,16,5.894736842105263,0
lt gt w jetton ave forgot,25,6,1,6,4.166666666666667,0
ok come home,12,3,1,3,4.0,0
use foreign stamp countri,25,4,1,4,6.25,0
sorri lot friendofafriend stuff talk actual guy want buy,56,9,1,9,6.222222222222222,0
cmon babe make horni turn txt fantasi babe im hot sticki need repli cost cancel send stop,89,17,1,16,5.235294117647059,1
wyli updat weed dealer carlo went freedom class lunsford,56,9,1,9,6.222222222222222,0
happi babi alright take job hope fine send kiss make smile across sea kiss kiss,79,15,1,13,5.266666666666667,0
c movi juz last minut decis mah juz watch lar tot interest,58,12,1,11,4.833333333333333,0
enjoy semest take care brother,30,5,1,5,6.0,0
import inform orang user xxxxxx today ur lucki day find log onto fantast prizeawait,83,14,1,14,5.928571428571429,1
get door,8,2,1,2,4.0,0
let use next week princess,26,5,1,5,5.2,0
go home first lar wait lor put stuff first ,43,9,1,8,4.777777777777778,0
want kfc tuesday buy meal gravi mark ,37,7,1,7,5.285714285714286,0
da stupid da alway send like believ messagepandi mental,55,9,1,8,6.111111111111111,0
oi gon na ring,14,4,1,4,3.5,0
miss call alert number call left messag ,40,7,1,6,5.714285714285714,1
attend noth,11,2,1,2,5.5,0
ard like dat lor juz meet mrt station dun haf come,50,11,1,11,4.545454545454546,0
dear sleep p,12,3,1,3,4.0,0
er mw im fill tuth aight,24,6,1,6,4.0,0
offic around pm go hospit,25,5,1,5,5.0,0
actual wait week start put ad,29,6,1,6,4.833333333333333,0
anyth lor go go lor ,20,5,1,3,4.0,0
u free sat rite u wan watch infern affair wif n darren n mayb xy,64,15,1,13,4.266666666666667,0
yo around friend mine lookin pick later tonight,47,8,1,8,5.875,0
stupid auto correct phone,25,4,1,4,6.25,0
doubl evict week spiral michael good riddanc,44,7,1,7,6.285714285714286,0
the world suffer lot violenc bad peopl silenc good peopl ,57,10,1,9,5.7,0
ok that cool either raglan rd edward rd behind cricket ground gim ring ur closebi see tuesday,93,17,1,16,5.470588235294118,0
buy one egg da pleas,20,5,1,5,4.0,0
start skye,10,2,1,2,5.0,0
bookedth hut also time way,26,5,1,5,5.2,0
sever sir,9,2,1,2,4.5,0
u realli pig leh sleep much dad wake smth eat lunch today,57,12,1,12,4.75,0
love hope anyth drastic dare sell pc phone ,43,8,1,8,5.375,0
freemsg record indic may entitl pound accid claim free repli ye msg opt text stop,81,15,1,15,5.4,1
life style garment account pleas,32,5,1,5,6.4,0
lol wtf random btw lunch break,30,6,1,6,5.0,0
sez how u de arab boy hope u r good give love evri love ya eshxxxxxxxxxxx,73,16,1,14,4.5625,0
lay man let know miss thought great day send bimbo ugo number ill appreci safe,78,15,1,15,5.2,0
detroit home snow enjoy,23,4,1,4,5.75,0
show ur colour euro offer get england flag lion tone ur phone click follow servic messag info,93,17,1,16,5.470588235294118,1
aight chillin friend room text way,34,6,1,6,5.666666666666667,0
toshiba porteg m gd,19,4,1,4,4.75,0
well welp sort semiobscur internet thing,40,6,1,6,6.666666666666667,0
text pass collect polyphon rington normal gpr charg appli enjoy tone,68,11,1,11,6.181818181818182,1
accordingli repeat text word ok mobil phone send,48,8,1,8,6.0,1
loosu go hospit de dont let careless,36,7,1,7,5.142857142857143,0
much eighth,11,2,1,2,5.5,0
omg joanna freak look thru friend find photo ask stuff myspac even log like year,80,15,1,15,5.333333333333333,0
send ur birthdat month year tel u ur life partner name method calcul repli must,79,15,1,14,5.266666666666667,0
juz havent woke bit blur blur dad went liao cant cum oso ,57,12,1,11,4.75,0
cloth jewelri trip,18,3,1,3,6.0,0
block breaker come delux format new featur great graphic tmobil buy repli get bbdelux take challeng,99,16,1,16,6.1875,1
aah cuddl would lush would need lot tea soup kind fumbl,55,11,1,10,5.0,0
import inform orang user today lucki day find log onto fantast surpris await,76,13,1,13,5.846153846153846,1
plan famili set stone,21,4,1,4,5.25,0
pl dont forget studi,20,4,1,4,5.0,0
never believ actual got taunton wow,35,6,1,6,5.833333333333333,0
den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat ,113,22,1,19,5.136363636363637,0
broke list reason nobodi town tell sarcast faggi,48,8,1,8,6.0,0
lt decim gt common car better buy china asia find less expens ill holla,71,14,1,14,5.071428571428571,0
greatest test courag earth bear defeat without lose heart gn tc,63,11,1,11,5.7272727272727275,0
sorri im stil fuck last nite went tobe got work ,48,10,1,10,4.8,0
hey what plan sat,17,4,1,4,4.25,0
beauti sleep help ur pimpl,26,5,1,5,5.2,0
great hope use connect mode men also co never know old friend lead today,72,14,1,14,5.142857142857143,0
natalja f invit friend repli ye no see stop send stop frnd ,59,12,1,11,4.916666666666667,1
get,3,1,1,1,3.0,0
kind miss train co asthma attack nxt one half hr drive sure park,64,13,1,13,4.923076923076923,0
ball move lotwil spin last difficult bat,40,7,1,7,5.714285714285714,0
haiyoh mayb hamster jealou million,34,5,1,5,6.8,0
pleas send aunti number,23,4,1,4,5.75,0
glad follow dream,17,3,1,3,5.666666666666667,0
reach home final ,17,3,1,3,5.666666666666667,0
urgent import inform user today lucki day find log onto fantast surpris await,77,13,1,13,5.923076923076923,1
wn u r hurt prsn close u fight wit dem coz somtim di fight save relat bt quiet leav nothin relat gud eveb,105,23,1,20,4.565217391304348,0
u call ,7,2,1,2,3.5,0
scienc tell chocol melt sunlight pleas walk sunlight bcoz want loss sweet friend,80,13,1,12,6.153846153846154,0
ye come nyc audiit tri reloc,28,6,1,6,4.666666666666667,0
pock,4,1,1,1,4.0,0
congrat great want tell tell score co might make relax motiv thank share,72,13,1,12,5.538461538461538,0
wud never mind u dont miss u dont need u wil realli hurt wen u need amp u dont tell take care,93,22,1,15,4.2272727272727275,0
hey mr what name bill brison book one languag word,50,10,1,10,5.0,0
okay good problem thanx,23,4,1,4,5.75,0
inform ikea spell cap yell thought left sit bed among mess came said go got home class pleas tri bullshit make want listen less,127,24,1,24,5.291666666666667,0
call u done ,12,3,1,3,4.0,0
gwr,3,1,1,1,3.0,0
best watch say caus get drunk motherfuck,40,7,1,7,5.714285714285714,0
kit strip bill p netcollex ltd po box ig oja,44,10,1,10,4.4,1
pleas call immedi urgent messag wait,36,6,1,6,6.0,1
thesmszonecom let send free anonym mask messag im send messag see potenti abus,78,13,1,11,6.0,1
erm woodland avenu somewher get parish magazin telephon number,62,9,1,9,6.888888888888889,0
ta job avail let know pleas co realli need start work,53,11,1,11,4.818181818181818,0
aiyar hard type u later free tell call n scold n tell u,55,13,1,10,4.230769230769231,0
yup free ,9,2,1,2,4.5,0
good good billi mate gone jog enjoy concert,43,8,1,7,5.375,0
yo come carlo soon,18,4,1,4,4.5,0
awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx,84,17,1,17,4.9411764705882355,0
guess useless call u someth import,34,6,1,6,5.666666666666667,0
ha ha pop loo hello hello,25,6,1,4,4.166666666666667,0
dint tell anyth angri told abi,30,6,1,6,5.0,0
happen r waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that ill see major person guid right insur,165,31,1,26,5.32258064516129,0
keep ten rs shelf buy two egg,29,7,1,7,4.142857142857143,0
well babe swollen gland throat end,34,6,1,6,5.666666666666667,0
ur chang da report big co alreadi made chang da previou report,62,12,1,9,5.166666666666667,0
captain room,12,2,1,2,6.0,0
speak bcaz mobil problem listen listen voic call later,54,9,1,8,6.0,0
hiya stu wot u im much trubl home moment evon hate even u wot hell av done wont u tell text bck pleas luv dan,109,25,1,22,4.36,0
 take mokka player,18,3,1,3,6.0,0
still play gautham,18,3,1,3,6.0,0
hey mr go sea view coupl gay mean game give bell ya finish,58,13,1,13,4.461538461538462,0
k jason say gon na around around lt gt,38,9,1,8,4.222222222222222,0
sorri abl get see morn,22,5,1,5,4.4,0
aight well keep inform,22,4,1,4,5.5,0
search good dual sim mobil pa,29,6,1,6,4.833333333333333,0
seem unnecessarili hostil,25,3,1,3,8.333333333333334,0
dude got haircut breezi,23,4,1,4,5.75,0
congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip we pm,111,22,1,22,5.045454545454546,1
appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problm litr watrdayno diseas snd th u care ,118,18,1,18,6.555555555555555,0
thought king hill thing,23,4,1,4,5.75,0
nope come onlin ,16,3,1,3,5.333333333333333,0
also tell said happi birthday,29,5,1,5,5.8,0
bishan lei tot say lavend,25,5,1,5,5.0,0
boo time u get u suppos take shop today,39,9,1,8,4.333333333333333,0
u sound like manki scous boy steve like travel da bu homewot u inmind recreat di eve,84,17,1,15,4.9411764705882355,0
fyi take quick shower epsilon like lt gt min,44,9,1,9,4.888888888888889,0
tuesday night r u real,22,5,1,5,4.4,0
ye appt,7,2,1,2,3.5,0
got outta class gon na go gym,29,7,1,7,4.142857142857143,0
want sent lt gt mesag today that y sorri hurt,45,10,1,10,4.5,0
 write wat ,11,2,1,2,5.5,0
ha would say read anyth way u seem like judgement save friday pub,65,13,1,13,5.0,0
valentin game send di msg ur friend answer r someon realli love u que colour suit best,86,17,1,17,5.0588235294117645,0
hi ask waheeda fathima leav,27,5,1,5,5.4,0
enjoy urself tmr ,17,3,1,3,5.666666666666667,0
still around could use halfth,29,5,1,5,5.8,0
give us back id proof lt gt rs wont allow work come home within day,67,15,1,15,4.466666666666667,0
 bot note oredi co juz rem got ,31,7,1,7,4.428571428571429,0
ye rent expens way save,23,5,1,5,4.6,0
how pain dear r u smile,23,6,1,6,3.8333333333333335,0
fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit,102,18,1,17,5.666666666666667,0
import inform orang user xxxxxxx today lucki day find log onto fantast surpris await,84,14,1,14,6.0,1
great send account number,25,4,1,4,6.25,0
hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin ward cin u mrw luv jaz,106,24,1,21,4.416666666666667,0
date servic ask contact u someon shi call reveal pobox m uz p,61,13,1,13,4.6923076923076925,1
 send content page ,19,3,1,3,6.333333333333333,0
night sweet sleep well see exorc emili rose may never sleep hug snog,68,13,1,12,5.230769230769231,0
think what u got think use got good ni ,39,9,1,7,4.333333333333333,0
right second got ta hit peopl first,35,7,1,7,5.0,0
evri emot ds hav wordsevri wish ds hav prayr u smile world wit uothrwis even drop tear ds lik stay wit uso b happi good morn keep smile,135,28,1,23,4.821428571428571,0
rememb,6,1,1,1,6.0,0
ujhhhhhhh comput ship address sandiago parantella lane wtf poop,63,9,1,9,7.0,0
mm ye dear look hug p,21,6,1,6,3.5,0
like di sweater fr mango size alreadi irrit,43,8,1,8,5.375,0
 number gon na massiv pain ass would rather get involv possibl,62,11,1,11,5.636363636363637,0
anytim lor ,11,2,1,2,5.5,0
want new video handset time network min unlimit text camcord repli call del sat,79,14,1,14,5.642857142857143,1
ur balanc next question complet landmark big a bob b barri c ben text b c good luck,83,18,1,16,4.611111111111111,1
fine absolutli fine,19,3,1,2,6.333333333333333,0
k sure consent form v,21,5,1,5,4.2,0
ur tonex subscript renew charg choos poli month bill msg,56,10,1,10,5.6,1
prize go anoth custom c pmin polo ltd suit london wj hl pleas call back busi,76,16,1,16,4.75,1
much torch ja,13,3,1,3,4.333333333333333,0
noth u dinner w us,18,5,1,5,3.6,0
check,5,1,1,1,5.0,0
